,ratings,reviews
2094,3,"After trying out controllers, mainly xbox one, DS4, Steam Controller, I would have to go with the xbox one controller because of its out of box windows support, and because the ds4 is made for baby hands. Yea DS4 is a cool name but is it better than xbox controllers, no."
2095,3,"Flash Focus DS

The premise of Flash Focus is that it is a daily vision training tool for your eyes. The exercises are intended to gauge and improve 5 abilities that range from movement tracking, hand eye coordination, to peripheral vision. There are fundamental exercises that train you, and there are sports activities designed to both train and entertain you. For the first 2-3 weeks, I felt Flash Focus was kind of fun. I didn't really feel an improvement, although it said I was steadily improving. After awhile, it got very boring especially once I unlocked all of the activities. Most of the exercises do not really test your vision skills but instead evaluate your brain. The number flash, letter count, and a lot of the other exercises test your ability to memorize and regurgitate the numbers you saw. In advanced mode, the game flashes a long number for a split second and demands you to input the exact number. If you transpose 2 digits or miss one, it is considered wrong. I've gone to several optometrists and ophthalmologists in the past and they never had such testing going on. Overall, it is a fun novelty game that may or may not improve your vision with regular use. The novelty wore off quickly in my experience.

Pros: Easy way to track, manage, and improve your vision based on the game's parameters. Nifty sound effects, and some of the sports activities are entertaining.

Cons: Dated graphics, most of the exercises test your photographic memory capabilities rather than your vision. I never understood the peripheral vision test on a Nintendo DS. The real eye doctors use a much different test for peripheral vision

Overall: 3/5 stars"
2096,3,They worked.
2097,3,"I bought the used one and i regret it because once you get top the second disc it stops working my PLAYSTATION stops reading it
so if you get it you can take your chances at buying the used one but if you don't want to take the chance get the new one
but that could just be my PLAYSTATION

it's an ok buy"
2098,3,"Game play is very predictable, my son was bored with it after a week and has gone  back to older versions."
2099,3,"For those of you who played Grandia 2, you know how addicting that battle system is.  Fortunately, Grandia 3 brings it back, and with better graphics it is all the more impressive.  I only wish the rest of the game was equally impressive.

  In my mind a good rpg needs 3 things.  A good battle system, a decent to outstanding plot, and at least a few sidequests.  Grandia 3 may have one of the worst plots in any rpg I have played.  I felt very little connection to the story and characters in this game.

  Also, this game is very linear.  Very few if any sidequests to divert you from the horrific main storyline.  Overall, the game is very short.  You can easily win it in under 25 hours.

  I will give praise for the graphics in this game, they are beautiful and push the ps2 to the limit.  The music is fair, but nothing great.

  Grandia 2 featured a great story and characters along with the battle system.  About the only upgrade in Grandia 3 is the graphics.  However, I don't play rpg's to admire great graphics.

  Its worth checking this game out because of the battle system.  Its just a shame because this game could have been so much better."
2100,3,Just needed to have it for my collection don't really play it. But it is a good game & it's a Madden Trendsetter.
2101,3,"The quality of this game is questionable... however, its definitely something that should be experienced. The second half of this game is much better than the first. Give it a try."
2102,3,"I enjoyed this game with the following caveat: It's too short. The game play is well done and fun. It offers some interesting variations on the Quake/first-person shooter genre. The story line is a little trite, however. The ""Ring"" element seems forced and contrived. For a spooky ""Ring"" like game, check out the Fatal Frame  series."
2103,3,"So I bought this game just to have around since we have a lot of guests at our house often who are into music. I am not a huge karaoke fan/expert but I think the design of this game is quite good. The battle mode is a lot of fun and adds a bit of depth to singing which you don't get in most bar karaoke scenes.

the option to record and share videos is probably the most used feature of the game so far for my house. This is sad for two reasons. One you can get a free app off the PSN that lets you browse the store and watch other peoples' videos (no need to buy the game for this). Two the videos are about 30 second clips of the whole song, which is a blessing for some performances but there are a lot we'd like to see the entirety of.

The big bummer of this game is that it is a UK release which has limited support in the way of songs available. UK has about 1200 songs available, while US has about 900 songs (and my friends and I couldn't identify half of the musicians). UK gets an update of 10-15 songs every two weeks or so, US is lucky to get 4. You get the idea. On top of that, the songs that are available are often strange choices. Obvious bands like Talking Heads, Devo, Madonna, Michael Jackson, Lady Gaga and more are missing. Even stranger they will have the rights to songs from a good artist that you wouldn't think of as good ""sing along"" choices, when on the very same album much better choices are excluded.

I don't want to say the game is bad. I have had some fun playing it with friends. But if you are thinking about it browse the online store to see what your song choices are beyond the disc(s) you are considering. Singing the same 30 songs gets old, especially if you only like 10 of them. I'd love to give the game a higher rating, but no matter how well designed the game is a poor song selection will cripple it.

Other note: the two microphones that come with the game are of higher quality than I thought they would be. They also feel quite sturdy in hand."
2104,3,Those damn endless waves of enemies sure know how to tick you off in the campaign...
2105,3,"This is the most annoying hidden object game (HOG) I've ever played, bar none. The stuff is hidden devilishly well, which is fine, but the hint system gives such weak and short-lived flashes that I've been known to go through 3 hints before even seeing what they were talking about! Earning more hints isn't fun either because it involves a large, Minesweeper-type game--one hint per win. This, too, would be fine, except there's NO partial credit. Several times I've made it to the last few boxes then had the mouse go nuts and blow the whole thing with a right click instead of a left one. SO...no hints for me. :(

On the plus side, the pictures are pretty, and the added battlefield facts are quite nice. I just wish the hint system would loosen up some. The game is suitable for the hearing impaired because everything's captioned/subtitled, but I wouldn't recommend it for much vision loss."
2106,3,"It's a nice game but it seemed to aged badly, hard to enjoy this game now a days when there is better fighting games with a lot more characters to play as. Would only recommend for classic games players."
2107,3,"This game has a sandbox approach to it that I really like. The ability to create your own world is awesome, but very time consuming. The bad part is grinding out hours of gameplay to purchase the items to customize your world. It has a RPG style gameplay mashed with Minecraft. But I would give higher rating if you could play as other characters without purchasing additional items, since as it stands you have to buy more toys to unlock in-game items and characters. This is, of course, not likely to change, since it's a money mill for Disney.

The sound and graphics are both excellent, which is to be expected. And the action is fun.

If you want a good stand-alone game, you probably might want to move on, but if you want a fun game that has a great deal of expansion opportunities, this is an excellent choice."
2108,3,"This game, in the tradition of Myst and Riven, has appealing environments, reasonably challenging puzzles and a solid storyline, and is ultimately fun to play.  Unlike Myst and Riven, Crystal Key offers a 3-D environment to  navigate via Quicktime movies rather than clicking through two-dimensional  snapshots.  There are some disappointments, however.  Graphics quality is  uneven, and while I avoided serious difficulties the software does seem to  contain some bugs. The soundtrack has some pleasing snippets of music, but  clearly the producers didn't bother putting together much of a musical  score.  The interface, while easy to use, reveals some solutions through  its highlighting of ""hot spots"" on the screen.  The end of the  game lacks the payoff sequence you'd hope to see after spending all those  hours working through the puzzles and saving the world.  Ultimately, one  has some sense that this is basically an unfinished product, but at the  price offered, its not a bad value."
2109,3,"While I liked the idea of seeing all the different Disney characters I realized something while playing this game. I am not a huge Disney fan. I like Jack Skellington but he is really a Tim Burton character not Disney, they just hold the pink slip. The gameplay was smooth and the story was interesting but not interesting enough for me to pick up another game and start playing it.  Sad to say KH went to the  'to be finished soon' game  pile in my cabinet."
2110,3,"I forgot to review this game long time ago when I bought it the story was ok, Resing evil really is falling down as an story now they need to go back to its roots"
2111,3,"I bought this on sale at Wal-Mart for $25. The sound is good, the LEDS are cool for the price, but they can get uncomfortable."
2112,3,"I really, really want to like Uncharted 4.  I'm a long time fan of the series.  When I first played 1 - 3, and on any replay, I couldn't stop, couldn't put it down.  I have started and quit Uncharted 4 three times since May.  I write this now not knowing if I'll ever finish it.  I played for over a week in May; made it about 6 or 7 hours in.  I picked it back up in July; started over but quit again after a few hours.  At the beginning of September, I was in the mood to check out the amazing graphics again.  I just picked up with my July save.  This last time I made it over 10 hours into the game, which is halfway; maybe a bit more than halfway.  It's dull; it's too 'been there, done that'.  I can't recall ever feeling so blas&eacute; about a game.  I normally have an obsessive need to finish games.  Ah, well, I'll pick it up again in November after the HDR update.  I'm sure that will be stunning.  I love my HDR tv.

It makes me sad because the graphics and acting have never been better.  The combat is better than 3 but 2 still has the best mix of combat to story nugget.  In fact, the graphics are the best on the PS4.  The best I've ever seen as I don't own a gaming PC.

Also, I bought the first tier collector edition.  The metal case looks really cool.  I display in front of my other games."
2113,3,"I'm not a huge football fan, so this game wasn't that great for me. It's a bit complicated as well, but that would be a plus for an avid footballer. If you aren't into football too much, not worth the money, but if you are into football even a small amount, a good buy!"
2114,3,"Crackdown in a phrase is a flash in a pan. The open world city is a great touch, the orbs are challenging, and the story is okay, but thats about it. You play as 'the agent' and you can go anywhere, do anything, and take out the three gangs in any order you choose. However once its done, its done. Sure you can continue to play but as for the story, you play it once, then you have to probably delete your file and start all over because there is no New game option. Normally I go into some detail about something I review, but this doesnt have any. Kill the bosses. There. Thats the game. All of it. You can get more out of GTA I assure you.

Pros:
+ Nice Graphics
+ The city is HUGE

Cons:
- The story is a one time play through and the ending is just clich and made me irritated.
- Movement isn't the best in the world.

I give this a 3/5, but make sure you have played all of the best games, the great games, and the good games in the world before going to mediocre."
2115,3,500GB for the PlayStation 4 Console (PS4) is just not enough storage. With the newer games like Call Of Duty Advanced Warfare that take up to 50GB (not including the DLC Maps) 500GB Only holds like 5 games. Need at least 1-2TB storage to save more of the newer games without deleting the older saved games and maps.
2116,3,"This is okay, but tries to appeal to a large age range.  With songs familiar to preschoolers to tweens.  I have a 4 year old, 6 year old, and almost 10 year old.  If they choose songs, then the 10 year old is dancing to the ABC's while the 4 year old is dancing to One Direction (which he doesn't care).  I would prefer a separate preschool specific game and an age appropriate song choice for tweens.  The newer Just Dance 2014 is better in my opinion, but it has songs with content that is not appropriate (in my opinion) for younger kids.

As far as controls, this version is adequate and fun.

Overall, this is okay"
2117,3,good
2118,3,"Dinner last night may have been great, but it's not so great when you heat up the leftovers for supper the next evening. Maybe it's soggy now. Or lukewarm. It just doesn't taste the same, despite consisting of all the same ingredients. Which brings me to ""Bioshock 2."" I loved the original. It was one of the greatest, most original and atmospheric games ever released. It may have been the spiritual successor of the equally amazing ""System Shock"" series, but it was entirely its own thing. As for its sequel, well... I liked Neil Marshall's horror flick ""Descent"" too, but that didn't mean they should have made ""Descent Part II,"" a pointless, unoriginal retread that had very little new to offer, and what was new wasn't very good and reflected negatively on the original. I feel exactly the same way about ""Bioshock 2.""

I never saw the need for a sequel to begin with, in all honesty, as the first ""Bioshock"" wrapped itself up quite well. Now, ""Bioshock Infinite"" is in the works, almost acknowledging that a straight ""Bioshock"" sequel was always a bad idea in much the same way as the ""Prince of Persia"" franchise decided to go back to what worked with ""The Forgotten Sands"" after that next-gen reboot that might as well have played itself. Granted, ""Infinite"" is trading an underwater city for a flying city (very imaginative), but it's DIFFERENT. It has the potential to do what ""Bioshock"" did the first time around -- take what we love about that game but make it fresh again. Basically, everything that, I feel, ""Bioshock 2"" failed to do.

In ""Bioshock 2,"" you get to play as a Big Daddy out to rescue his abducted Little Sister, and that's about as far as the game goes toward forging its own identity. You still tool around in Rapture, which looks almost exactly the same as it did when you last left it. You still scavange everything you can find while squaring off with those Adam-addicted freaks. The gameplay is identical in almost every way, but with one difference -- we've already done this, and there's no compelling reason to do it again when you could just as easily pop your far superior copy of the original ""Bioshock"" in and give it another playthrough. Even the game's most tauted feature, playing as a Big Daddy, is weakly executed. You feel every bit as fragile as you did in the first game, and aside from your armored hands filling the screen, it's hard to tell you're not the same protagonist from game one except for the fact that you can now march around with a Little Sister riding on your shoulder and directing you toward the next source of Adam.

I think critics put on the kiddie gloves when this game stepped into the ring earlier this year. My admiration for the first ""Bioshock"" doesn't cloud my judgment though when it concerns the sequel -- in fact, quite the opposite. The overwhelming feeling of sameness just kept creeping in on me during my time with ""Bioshock 2,"" like I'd done all of this before only better. The first game's story was far superior on top of it -- especially the ""Would you kindly?"" revelation near the end, perhaps gaming's best ever ""Gotcha!"" moment. There are no such moments here, although the chance to see things from an entirely different and very eerie perspective near the game's conclusion is certainly the best moment in ""Bioshock 2."" But it can't hold a candle to learning the truth about your supposed benefactor in the original game.

And that's the problem. There's just not enough that's new here, and what is new just can't compete with what came before. Even the whole playing as a Big Daddy angle, were it executed better, still wouldn't be all that fresh since something similar essentially happens at the end of the first game. Basically, there are two camps of people who ""Bioshock 2"" is for -- those who missed the first one (Why?!), and those who played the first one several times and still can't get their fill of Rapture. On those grounds, this glorified expansion pack is certainly worth its weight in gold. But if you loved the first game, and let's face it you probably did, but expected much more out of a proper sequel, you'll probably be just as disappointed by this return to Rapture as I was. This makes it a hard game for me to actually score, but let me put it this way -- I was playing this and ""Metro 2033"" at around the same time, and constantly found myself being wooed away to the mutant-haunted tunnels of Moscow and turning my back on the undersea mess that was Andrew Ryan's supposed utopia..."
2119,3,"Major graphics upgrade from previous games, and the game play is pretty good. But the match making is slow. With initial bugs being out of the way, it's now shaping up pretty good.

I got the Collector's Edition, And The Figurine has a Defect. The Figure leans so far forward that it can not stand upright to pose properly. In Fact it's top heaviness keeps it from staying on it's stand so it's not able to use the stand and without it, it can not stand up. So I can't use this to pose in my collections. This is the reason for the 3 stars."
2120,3,"The graphics are awesome on this game, however, I consider myself an intelligent person and am an avid role player gamer for many years.  This game is way too difficult.  You have to resort to a cheat/walkthrough to figure out what to do next.  No matter how much I rack my brain in trying to figure out the next step, I find I have to resort to the cheat sheet which isn't what I consider fun.  A game should be challenging for the brain but this is ridiculous."
2121,3,"I had been avoiding buying this game because I was afraid it would be another ""Rocks the 80's"" flavored GH (you know - filler before the next big release of the game) and turns out I should've listened to myself. I finally gave in and bought it yesterday because I really needed some new songs to play, but I should have just rented it. I thought it would tide me over until Rock Band 2 and GH World Tour hit the stores but doesn't have that kind of durability. I beat the game (hard setting) in just a couple of hours, which is not such a bad thing. The bad thing is that I have no desire to go back and play it again. At least with Rocks the 80's the songs are good. I love Aeorsmith, but the majority of the songs on this thing are crap and you just play them because you have to to get to a good song. The difficulty is all over the place - you go from repetetive chords on one song, to a thousand notes all over the fret on the next. And what the fizzle is Run DMC'S King of Rock doing on this game? It's not rock and he's certainly not the king of it. As it is a rap song, not a guitar heavy rock, it's basically four or so minutes (feels like 20) of waiting for the occasional note to appear. I don't even have A.D.D. and my attention span was seriously wavering. The best song on the game is Stone Temple Pilots and it seemed out of place among the other songs. You'd get your money out of a rental, but it really can't justify $50."
2122,3,"Some good and some bad. I am going to try my best summarize to game. The running is new and better than the latest madden games but the problem is that if you play online, it is going to be hard to tackle the player, TRUST ME! Game got harder with players who knows how to run the ball and get away from their opponents. Tackling looks realistic in this game and I will give huge credit to the developers. Blocking is pretty bad still because sometimes linebackers will sneaky go through the linesmen when you do the Toss play and after the getting the ball, the opponent is already there to tackle you. The commentators are the same thing from Madden 13 but they have some new lines but we all the knew that they will say repeatedly the same thing. I was concern about the fans in the stadium are still like Madden 09 fans. I mean why can not improve them. They are apart of the environment in the football game and same goes with the players at the sidelines and they all look ratchet. It is the details that these creators have to fix or improve on to make this game more interesting for us to play even more. The field was okay but I expect better and the graphics were not good on the players. The throwing is really good and no comments about that. Intercepting the ball got really easy in this game. Just hold Y and 80 percent you will catch the ball so if you play online, think twice before you throw that ball because if you are going against opponents who know how to play, you are going to turnovers after turnovers. There are many mistakes in this game that it is hard to explain but if you really like football and madden, then get the game but just be prepare for the mistakes that you have to deal with and I think after these years of making this game, it is not going nowhere. This is almost like Madden 13 with updated players and some new stuff but same problems. Problems like blocking, speed quality, graphics, game play, and bad calls. Not bad game but for me, it is not worth it to buy the game :("
2123,3,"The graphics are worse then CFS 2 (Combat flight simulator 2)and about the same as CFS 1.  In other words, not great.  I think the game developers did not put a lot of effort into this game.  They added some cool airplanes like the ME 262 and the JU 88 and some bombing missions (or more bombing missions) but the games' barely playable.  IF you don't have the first two MS combat flight simulators, get those first not this one!  If you still have XP they will probably run.  CFS 1 runs on windows 7 CFS 2 d0esn't 9haven't tried this one on 7 yet).  So if Win 7 is the only OS you have (i have two hard drives, one loaded with win 7 and the other XP) buy at your own risk, these are all old games and may not work at all on win 7 or Vista.

I like the first two CFS games so much, I bought a used logitech wingman force feedback joystick (i had one before so i knew it would probably work on XP, and it does) from amazon for $30 and these games are MUCH more fun with the force feedback.  Through the stick, you feel the guns hammer, you feel the pull on turns.  When you land on the carrier deck (CFS 2 only) you feel the wheels hit and the cable pulling you back.  It's fun.  I recommend it and logitech still supports XP and  you can download the drivers from their site.  On win 7, this old joystick works but has no force feedback.  If you have a force feedback joystick these games support that."
2124,3,"While I liked the idea, game play was a little difficult and monotonous at times. Fighting the bosses is simply finding your trick and doing it over and over again... Game difficulty was actually pretty tough as well!"
2125,3,"This is a pretty fun game, and at the time it was released, the best of it's ilk. It's since (imo) been surpassed by the likes of Big Brain Academy, which really takes the genre a lot further in terms of multiplayer and content."
2126,3,"I have to admitt, I was very nervous about trying out this game because of how much people seemed to hate it with a passion.  This game is NOT garbage, but still is a piece of art that perhaps needed more work done to it.
  First of all, I thought the music was gorgeous and the watercolor type graphics were amazing.  I couldn't help but drop my jaw when I saw some of the movie sequences when the bright colors filled the screen.  Character expressions were grand and the voices were done quite well.  However, most of the game was not done like this.  You saw only a picture, (still beautiful) of the towns and characters.  You got little to no choices of where to move.  When you entered the a town, you never explored it, talked to random NPCs, instead you looked at a picture of the place and selected areas of the town to enter.
  The battles were quite fun, but I wish I could've been able to cure myself.  The monsters and battle animations were done well also.  However, you can't escape from battle which makes me almost irrate at times when I get into too many battles.
You get to choose which character you are, and the story is different for each.  This is a great quality.
  When you move around a dungeon, your character looks like a silver chest piece and you lift the piece to move onward on a single colored maze.  In the corner of the screen is a drawn picture of what the place ""would look like""
  I say that it seemed to be cut short, because every intention of the game was wonderful.  The ability to choose your hero, the graphics, music, and even some aspects of the battle system were good.  However, I felt trapped in the game world, (not in a good way) because I was unable to explore the world more, and save myself from battles by escaping or curing.  I don't want this to sound too harsh, but it was like being in a large prison.  You couldn't explore beyond the maze of prison bars, despite how nice it seemed inside.  I wanted so much more from this game, but it just didn't have it.
  I do respect the attempt, and what it really does have to offer.  Rent before buying.  But still, give it a look."
2127,3,it's ok
2128,3,"Besides the complaing about the price and lack of...well everything, my biggest complaint is that the songs on here, may be fun to listen to on the radio, but are super boring/annoying to play. Besides ""Only a Lad"" ""Play with me"" and a very few others these are just really strange choices. I mean Flock of Seagulls? Come On! Shouldn't that be on Keyboard Hero or something... I had to turn off ""Because it's midnight"" I was so bored with it.
I've played Guitar Hero, and own Guitar Hero 2, and if you don't own the latter, GET IT. Totally awesome. Tons of songs, super fun to play. Really great.
Anyway, here's to hoping Guitar Hero 3 blows me away."
2129,3,"Atmospherically, Cold Fear is derivative and predictable, which is a shame considering that it is, at times, an enjoyable action game. While Cold Fear does not exactly establish itself as a high-quality survival horror game, the involved story and occasional interesting gameplay element make Cold Fear worth playing, for at least a little while, anyway.

  They got the cold part right.  In Cold Fear, you play as Tom Hansen, a US Coast Guard officer who has been sent to investigate a mysterious Russian frigate on a windy and stormy night in the middle of the ocean. You find out early on that the boat is occupied not merely by hostile Russian soldiers, of which there are plenty, but also by alien creatures that feed on the humans and provide a severe threat from both inside and outside their host bodies. Your investigation leads you to a few friendly faces and many threatening ones as you uncover the mystery of the ship and its lethal cargo.

  The perspective is third person, with the ability to go into a first-person aiming mode through which you can freely guide your view. Although the fixed camera gives a wider glimpse of the scene, it's not easy to keep fluid control when going back and forth between cameras, which is a problem as you try to maneuver around the boat and take out the enemies you encounter along the way.

  Additional controls let you crouch, run, and scroll quickly through weapons, which is slightly more intuitive in the PS2 version, thanks to the extra trigger buttons. However, since the weapon scroll is placed on the white/black buttons on the Xbox controller, the difference is not that severe. Running brings up an onscreen meter that, when depleted, prohibits you from running anymore. This helps to make certain puzzles more challenging, and you will find yourself monitoring the meter frequently, but it does not detract from or add to the gameplay in any significant way.

Because Cold Fear takes place in ocean-locked environments, the control scheme is affected by the movement of the waves. This is mostly noticeable when you are outside, and at times it looks like you're walking almost completely sideways, due to the volatile movement of the deck beneath you. This adversely impacts the controls, but the trade-off is a unique and interesting component of the gameplay. As you fight against the tossing of the boat, timing yourself to cross decks only when the waves are low, you encounter some of the most compelling aspects of Cold Fear. Unfortunately, the outside environments are not tapped to their fullest, and you'll spend the majority of the game, past the first hour, in generic indoor locations.

Your objective in Cold Fear is to discover the story behind the vessel's apparent destruction and the emergence of the nonhuman creatures upon it. Despite being a highly derivative story about a genetic experiment gone wrong, the relationship between characters is interesting, and the story is neat and simple. Most of the plot exploration is conveyed through notes that are littered about the environment and through dialogues with characters (for the short duration that the people on the boat other than Hansen manage to stay alive). The notes are well implemented, and they drive the story and reveal critical information about weapons, environmental objects, and enemies.

Although you start off with merely a handgun, there are a number of different weapons to be found in the middle of the ocean, including a submachine gun, an AK-47, a speargun, a flamethrower, and a grenade launcher. The weapons are almost all equally effective, except for differences in power. The speargun is the only weapon that is not used explicitly for dealing damage, and when fired, it releases a gas that draws enemies near it. This is a great tactic to use in conjunction with one of the more explosive weapons such as the shotgun or grenade launcher. Otherwise, the objective of the game is to make headshots on all humanoid enemies, which can be exceedingly difficult as the enemies draw nearer to you. Fortunately, most of the weapons have either a laser sight or flashlight, which aids your precision. The point of the headshot is to conserve ammunition, although enemies will not die unless they are decapitated. This means that if you shoot an enemy anywhere other than in the head, and merely knock it down to the ground, you have a certain amount of time to run over and step on the head before the enemy gets back up and attacks you again.

Many of the zombies are possessed by exocel creatures, which are spidery beings that alternate between crawling on the floor and the ceiling before attempting to take possession of a human being by reaching out a long tendril into a human's mouth and then climbing inside. Outside of a host body, these exocels are fairly easy to destroy--usually one bullet sends them rolling up into a ball, and a second one takes them out--but given their flexibility and their penchant for appearing out of nowhere, including bodies you've just killed, they provide a formidable threat if not dealt with quickly. More advanced abominations of genetics appear later on, but with the more difficult enemies, it's sometimes easier to merely avoid confrontation and run along to the next room. If you choose to run, you'll find these creatures often jumping on your back. When this happens, you're given a button sequence to throw the enemy and try to achieve a critical hit. If you successfully land a critical hit, enemies are killed much more quickly than if you had gone about it the normal way. Because of this, it's sometimes tactically important to let Hansen be jumped by enemies, as long as you can throw them quickly.

Hansen knows a ballet bar when he sees one.

Other game tactics include using pieces of the environment to do the work for you. You can shoot explosive barrels, fire extinguishers, and different-colored valves to create an environmental trap for oncoming enemies. From time to time, you'll encounter a fight between two of the enemy species, and you can let them fight among themselves before you intervene. Environmental effects, such as laser beams and swinging obstacles, can often be used to pick off the less bright enemies, and the rocking of the boat will send a zombie or you overboard, if you're standing on the wrong side of a slippery surface."
2130,3,"Both Fable I and Fable II could have been all time best RPG games if enough clues had been available within the games to play and complete the games with out resorting to walk through guides. I would purchase and play another Fable sequal, a Fable III if you may."
2131,3,"A little hard to get use to the layout of the board, but to be fair it is a solid board."
2132,3,"It's ok, but I don't see what all the hype was about"
2133,3,"If you're a Final Fantasy fan, then this game is just what you'd expect.  It immerses you in a beautiful fantasy world, richly detailed and innovatively imagined.  One thing I really like about this MMORPG that makes it unique is that it actually has a story.  The RPG genre just doesn't feel quite right without a story, but Final Fantasy knows exactly how to put meaning and context into all that fighting and leveling.

The battle system could be described as typical Final Fantasy mixed together with the usual MMORPG battle system that you find in Everquest, Anarchy Online, and World of Warcraft.  The class system is perfect.  You level up as a class rather than a character, and you can switch classes if you like.  For instance, if you're a level 12 black mage, you can switch over to white mage where you will start out as a level 1.  You can go back to being a level 12 black mage later if you like.

I do have some complaints, though.  The game has many clipping errors, which is disappointing considering the high quality I've come to expect form Final Fantasy games.  There are many, many, many items and equipment to collect in the game, but you can only store or carry very few.

The absolute worse thing about this game is the walking.  Most MMORPG's have vehicles, horses, teleportation, or some other way to get from one place to another.  Only very high level white mages can teleport in this game, and the rest of us have to walk everywhere.  This means that it's not uncommon to spend half an hour walking just to meet a friend, buy something you need, go to the next place to level, and so forth.  This problem alone was so irritating that it was the reason I gave up this otherwise very fun game."
2134,3,Well When i first played Spyro for  the playstation I thought It was pretty good. So When i got my Gc and this game came out i said ok ill get it. I have never been so disapinted with a game in my life. The game Doesnt take advantage of the Gamecube at all. The game is not smooth the game is really choppy and full of bugs.  If you are a hardcore spyro fan then get it. But if you are just looking for a fun game forget this one. get Mech assault or metroid prime .
2135,3,"I want to say first, that I will update this as I get more well acquainted with the game...

But, I want to highlight that a feature has been added that I haven't heard anyone mention in reviews or even from the developers: Bat speed. Different players have different bat speeds, and I never would've thought of this being a big deal, but it makes the hitting much more realistic. For instance, Giancarlo Stanton will be able to turn on a fastball much faster than Jon Lester. This brings an interesting dynamic to batting through the order, but also makes it easier to connect with the better hitters once you get used to it. This is how it should be. Batting is no longer the same timing and just looking for location as before, it's a welcome addition to the game.

Update 4/1/15 - 4/2/15
After spending some more time with this game, it's basically the same as every other year thus far. It's a great sim but it isn't as much fun as some other baseball games I have played. This game graphically and in terms of being a sim is excellent, but it can be boring/frustrating at times. Games are supposed to be for fun, but this errs on the side of being a sim. Expect to be frustrated by the other team's pitcher when facing their Ace. You'll be lucky to get a hit or two (unless you change the sliders) until the 9th inning, where the opposing pitcher probably has only thrown like 65 pitches. I take more pitches than a lot of other people probably do and try to run up the count to get the guy out of there, but still get frustrated by facing the equivalent of a fresh Ace in the bottom of the 8th with 1 hit for the entire game.

I have raised the rating up to a 4. First game was brutal because of pitching, ended 1-0 but I got a walkoff HR which felt like a gimme. It's a sim, and I was forced to make some trades for my beloved Dodgers. I also had an elbow injury in the first start for Greinke and was left with a sorry rotation. It's a good game, just expected to be bored or frustrated at times.

Update 4/8/15
Online experience is still terrible as it was last year. It seems like they want certain teams to win. They issue walks on strikes in the zone, and clearly in the zone at that (I'm not talking about borderline pitches). The dude I was playing flat out swung multiple times and went all the way around and the ump said it was a check swing. MAYBE, he checked his swing on his end, but what I saw on my screen was a full swing, multiple times. Players completely miss the ball even though they are standing on the marker in the outfield as if they never saw it, etc... Horribly frustrating and crappy experience online playing this game.

I ended up trading the game in. I'll wait until the price is lower before buying it again to finish my franchise."
2136,3,"i may not know how to use it properly but sometimes my battery is charged and others is low, i don't know what the deal is but i can't really say much because i don't play my wii much anymore. however proper use and instalment might be the differenece i'll try it when i set up my wii again."
2137,3,"The main game was pretty good over all however it was about 5-6 hours if you play thru it non-stop without saving. The MP(multi-player) part of the game seems a bit lacking to me, its as if they just took one of their older games and updated it, there is nothing that really explodes out and says ""Hey you'll wanna play me!!"". Then we have the co-op sub games where its almost exactly like Modern Warfare 3's one where you just fight enemies and upgrade you're exo, which isn't that bad but i would have liked it if they had something that was just totally different then the same old COD game play.

I want to like this game, each time i play it i have this feeling that i will enjoy playing MP games like team death match's and such but after just a few games i have to just stop because its all so familiar to me like all the past COD games i have played.

Pros: Main game was great, loved the story and had fun playing it!
(Don't really have any major details besides that about pros).

Cons: The game play is too short for such a huge game roll out, however you could say that the last game wasn't as long since it wasn't but it just felt like that.
MP (mult-player) games seem to much alike Ghost.
----------------------------------
Last note, for what you are paying i wouldn't advise you to buy the pro edition of this game since there is not a whole lot of extra things you are going to get for the money you'll be paying. I would suggest watching some game play or trying out a friends copy before you buy to ensure you will like what you're getting."
2138,3,One of my favorites. I just wish it would continue where bI left off.
2139,3,I bought the console hooked it up and it was fairly simple. I had to do a update for the console but it was software only so that should always be noted when buying this product. Along with that I was very upset with the fact that I got a $10.00 gift card free to the store but to later find out that it expired last year of 3/31/15 so that was a little upsetting.
2140,3,"Despite enjoying rpgs I was not a big fan of oblvion's prequels. I didn't really enjoy this game much either.
It's huge and has a ton of quests, the vast majority being optional. However I found the majority of the quests, and I did them nearly all of them, to be boring and tedious. It's mostly fetch this or kill that. Vary few of the quests have any kind of an intriguing storyline. The monsters or foes are many but they are very repetitive and simply tougher and slightly different versions of each other.
There is very little significant NPC interaction, and the graphics of people are repetitive and somewhat cartoonish. There is very little choice on how you complete quests. You can ride a steed, but you cannot fight while on one, and they wander off once you get off them. Also get your skill up and you can move as fast or faster on foot.
The map is huge and there's plenty to find, but you can spend hours playing this game and accomplish nothing.
You have to design your character well at the beginning, based on the skills you will use or you will never level up. This is hard, because you do not know, if you are new to the game, what skills you are going to be using.
The combat is largely hack and slash with no real difference between weapons. The weapons and armor are largely repetitive and just different versions of each other.
There are a number of special items to acquire. Unfortunately some of them are really difficult and not worth the trouble versus what you get. Also some of the best weapons and armor in the game can be had rather early, which makes acquiring new stuff rather pointless."
